age,workclass,education.num,marital.status,occupation,relationship,sex,capital.gain,capital.loss,hours.per.week,income
26.0,private,7.0,never-married,other-service,other-relative,male,0.0,0.0,30.0,<=50K
27.0,private,9.0,never-married,adm-clerical,not-in-family,female,0.0,0.0,70.0,<=50K
20.0,private,9.0,never-married,sales,own-child,female,0.0,0.0,8.0,<=50K
49.0,federal-gov,9.0,divorced,adm-clerical,unmarried,female,0.0,0.0,40.0,<=50K
28.0,unknown,9.0,never-married,unknown,own-child,male,0.0,0.0,40.0,<=50K
28.0,private,9.0,never-married,prof-specialty,unmarried,male,0.0,0.0,40.0,<=50K
55.0,private,13.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,<=50K
66.0,self-emp-not-inc,4.0,widowed,farming-fishing,unmarried,male,0.0,0.0,50.0,<=50K
57.0,private,9.0,never-married,exec-managerial,not-in-family,male,0.0,0.0,40.0,<=50K
44.0,private,13.0,married-civ-spouse,tech-support,husband,male,0.0,0.0,40.0,>50K
31.0,unknown,9.0,married-civ-spouse,unknown,husband,male,0.0,0.0,30.0,<=50K
30.0,private,10.0,never-married,craft-repair,not-in-family,male,0.0,0.0,40.0,>50K
18.0,private,9.0,never-married,other-service,own-child,female,0.0,0.0,30.0,<=50K
62.0,private,5.0,married-civ-spouse,other-service,husband,male,0.0,0.0,40.0,<=50K
38.0,private,9.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,50.0,<=50K
44.0,private,13.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,40.0,>50K
22.0,private,9.0,never-married,other-service,not-in-family,male,0.0,0.0,40.0,<=50K
27.0,private,13.0,never-married,sales,not-in-family,female,0.0,0.0,40.0,<=50K
44.0,private,9.0,married-civ-spouse,transport-moving,husband,male,0.0,0.0,45.0,<=50K
36.0,self-emp-not-inc,5.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,30.0,<=50K
33.0,private,13.0,married-civ-spouse,exec-managerial,wife,female,0.0,0.0,40.0,>50K
34.0,local-gov,11.0,divorced,protective-serv,own-child,male,0.0,0.0,40.0,<=50K
54.0,unknown,10.0,married-civ-spouse,unknown,husband,male,0.0,0.0,60.0,>50K
52.0,self-emp-inc,9.0,married-civ-spouse,exec-managerial,wife,female,15024.0,0.0,40.0,>50K
38.0,private,9.0,married-civ-spouse,sales,husband,male,0.0,0.0,45.0,<=50K
37.0,private,8.0,married-civ-spouse,sales,wife,female,0.0,0.0,33.0,<=50K
43.0,private,10.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,<=50K
21.0,private,10.0,never-married,adm-clerical,not-in-family,female,0.0,0.0,25.0,<=50K
43.0,private,10.0,divorced,tech-support,unmarried,female,0.0,0.0,30.0,<=50K
50.0,private,9.0,married-civ-spouse,sales,husband,male,0.0,0.0,80.0,<=50K
30.0,self-emp-not-inc,9.0,married-civ-spouse,prof-specialty,husband,male,0.0,1977.0,15.0,>50K
58.0,self-emp-not-inc,6.0,married-civ-spouse,craft-repair,wife,female,0.0,1977.0,35.0,>50K
45.0,private,14.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,36.0,>50K
64.0,unknown,9.0,married-civ-spouse,unknown,husband,male,0.0,0.0,5.0,<=50K
28.0,private,10.0,divorced,adm-clerical,not-in-family,female,0.0,0.0,40.0,<=50K
26.0,private,10.0,never-married,other-service,not-in-family,female,0.0,0.0,30.0,<=50K
27.0,private,14.0,never-married,adm-clerical,own-child,male,0.0,0.0,45.0,<=50K
65.0,private,9.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,40.0,>50K
34.0,private,9.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,<=50K
54.0,self-emp-inc,9.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,98.0,>50K
47.0,state-gov,10.0,divorced,adm-clerical,not-in-family,female,0.0,0.0,40.0,<=50K
36.0,private,12.0,never-married,sales,not-in-family,male,10520.0,0.0,43.0,>50K
44.0,private,2.0,married-civ-spouse,protective-serv,other-relative,male,0.0,0.0,40.0,<=50K
46.0,private,13.0,married-civ-spouse,sales,husband,male,0.0,0.0,55.0,>50K
67.0,self-emp-inc,10.0,married-civ-spouse,sales,husband,male,0.0,0.0,40.0,<=50K
19.0,private,10.0,never-married,other-service,not-in-family,male,0.0,0.0,20.0,<=50K
54.0,private,13.0,divorced,sales,not-in-family,female,0.0,1408.0,38.0,<=50K
27.0,private,13.0,never-married,handlers-cleaners,not-in-family,male,0.0,0.0,40.0,<=50K
40.0,private,11.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,>50K
39.0,self-emp-not-inc,9.0,never-married,craft-repair,own-child,female,0.0,0.0,20.0,<=50K
34.0,private,10.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,45.0,<=50K
26.0,local-gov,13.0,never-married,protective-serv,own-child,male,0.0,0.0,40.0,<=50K
38.0,private,9.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,44.0,<=50K
46.0,private,10.0,married-civ-spouse,exec-managerial,husband,male,15024.0,0.0,50.0,>50K
67.0,private,9.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,37.0,>50K
32.0,private,3.0,married-spouse-absent,craft-repair,other-relative,male,0.0,0.0,40.0,<=50K
48.0,private,13.0,married-civ-spouse,sales,husband,male,4386.0,0.0,50.0,>50K
28.0,private,13.0,married-civ-spouse,sales,husband,male,0.0,0.0,45.0,>50K
20.0,private,9.0,never-married,sales,not-in-family,male,0.0,0.0,48.0,<=50K
23.0,private,6.0,never-married,transport-moving,own-child,male,0.0,0.0,30.0,<=50K
22.0,private,9.0,divorced,craft-repair,not-in-family,male,0.0,0.0,40.0,<=50K
28.0,unknown,13.0,never-married,adm-clerical,not-in-family,male,10520.0,0.0,60.0,>50K
45.0,private,10.0,divorced,handlers-cleaners,not-in-family,male,0.0,0.0,30.0,<=50K
31.0,private,10.0,never-married,sales,not-in-family,female,0.0,0.0,60.0,<=50K
37.0,private,9.0,unknown,tech-support,husband,male,0.0,0.0,40.0,>50K
25.0,private,10.0,married-civ-spouse,sales,husband,male,0.0,0.0,50.0,<=50K
41.0,local-gov,11.0,divorced,prof-specialty,unmarried,female,0.0,0.0,40.0,<=50K
38.0,self-emp-not-inc,10.0,never-married,sales,not-in-family,male,0.0,0.0,60.0,<=50K
35.0,self-emp-not-inc,10.0,married-civ-spouse,exec-managerial,unknown,male,3908.0,0.0,60.0,<=50K
63.0,unknown,9.0,married-civ-spouse,unknown,husband,male,0.0,0.0,40.0,<=50K
59.0,private,9.0,widowed,adm-clerical,unmarried,female,0.0,0.0,40.0,<=50K
18.0,private,10.0,never-married,sales,own-child,male,0.0,0.0,35.0,<=50K
42.0,private,10.0,married-civ-spouse,prof-specialty,husband,male,15024.0,0.0,32.0,>50K
44.0,private,10.0,married-spouse-absent,craft-repair,unmarried,female,1506.0,0.0,45.0,<=50K
31.0,private,15.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,25.0,>50K
21.0,state-gov,10.0,never-married,adm-clerical,own-child,female,0.0,0.0,12.0,<=50K
43.0,local-gov,11.0,married-civ-spouse,transport-moving,husband,male,0.0,0.0,22.0,<=50K
25.0,private,10.0,never-married,adm-clerical,not-in-family,female,0.0,0.0,50.0,<=50K
37.0,private,9.0,never-married,tech-support,not-in-family,female,14084.0,0.0,35.0,>50K
36.0,private,14.0,never-married,exec-managerial,not-in-family,female,14084.0,0.0,40.0,>50K
18.0,unknown,8.0,never-married,unknown,own-child,female,0.0,0.0,12.0,<=50K
32.0,private,9.0,divorced,other-service,unmarried,female,0.0,0.0,40.0,<=50K
25.0,self-emp-not-inc,9.0,never-married,sales,unmarried,female,0.0,0.0,40.0,<=50K
51.0,local-gov,6.0,widowed,other-service,not-in-family,female,0.0,0.0,24.0,<=50K
30.0,private,9.0,never-married,craft-repair,not-in-family,female,0.0,0.0,45.0,<=50K
48.0,self-emp-not-inc,10.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,60.0,<=50K
32.0,private,11.0,divorced,prof-specialty,not-in-family,male,0.0,0.0,40.0,<=50K
24.0,private,12.0,never-married,sales,not-in-family,male,0.0,0.0,40.0,<=50K
23.0,unknown,9.0,never-married,unknown,unmarried,female,0.0,0.0,40.0,<=50K
24.0,private,9.0,never-married,adm-clerical,not-in-family,male,0.0,0.0,50.0,<=50K
50.0,private,9.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,<=50K
45.0,private,13.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,40.0,>50K
43.0,self-emp-not-inc,13.0,separated,craft-repair,unmarried,male,0.0,0.0,35.0,<=50K
36.0,private,10.0,divorced,tech-support,unmarried,female,0.0,0.0,40.0,<=50K
43.0,private,13.0,separated,prof-specialty,unmarried,female,0.0,0.0,40.0,<=50K
43.0,private,7.0,married-civ-spouse,handlers-cleaners,wife,female,0.0,0.0,25.0,<=50K
23.0,private,9.0,never-married,craft-repair,not-in-family,male,0.0,0.0,30.0,<=50K
36.0,private,14.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,40.0,>50K
50.0,private,9.0,married-spouse-absent,handlers-cleaners,unmarried,female,0.0,0.0,40.0,<=50K
29.0,private,7.0,married-civ-spouse,craft-repair,husband,male,3942.0,0.0,40.0,<=50K
35.0,self-emp-inc,13.0,married-civ-spouse,sales,own-child,male,5178.0,0.0,50.0,>50K
25.0,private,14.0,never-married,adm-clerical,own-child,male,0.0,0.0,40.0,<=50K
75.0,local-gov,9.0,divorced,adm-clerical,not-in-family,female,0.0,0.0,20.0,<=50K
27.0,private,13.0,separated,prof-specialty,not-in-family,male,0.0,0.0,40.0,>50K
32.0,private,13.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,40.0,>50K
39.0,unknown,14.0,married-civ-spouse,unknown,wife,female,3464.0,0.0,40.0,<=50K
37.0,private,9.0,separated,machine-op-inspct,unmarried,female,0.0,2238.0,40.0,<=50K
24.0,private,9.0,never-married,transport-moving,own-child,male,0.0,0.0,30.0,<=50K
35.0,private,13.0,never-married,exec-managerial,not-in-family,female,0.0,0.0,40.0,<=50K
40.0,private,14.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,50.0,>50K
60.0,self-emp-not-inc,4.0,married-civ-spouse,farming-fishing,husband,male,0.0,0.0,40.0,<=50K
37.0,private,9.0,married-civ-spouse,farming-fishing,husband,male,0.0,0.0,40.0,<=50K
28.0,private,10.0,never-married,adm-clerical,not-in-family,female,0.0,0.0,40.0,<=50K
26.0,private,7.0,never-married,farming-fishing,not-in-family,male,0.0,0.0,50.0,<=50K
31.0,private,4.0,married-civ-spouse,handlers-cleaners,husband,male,0.0,0.0,40.0,<=50K
48.0,private,9.0,widowed,machine-op-inspct,unmarried,female,0.0,0.0,36.0,<=50K
37.0,private,11.0,married-civ-spouse,adm-clerical,husband,male,3471.0,0.0,40.0,<=50K
39.0,private,10.0,divorced,handlers-cleaners,not-in-family,male,0.0,0.0,40.0,<=50K
26.0,private,9.0,never-married,craft-repair,not-in-family,male,0.0,0.0,25.0,<=50K
49.0,local-gov,14.0,widowed,prof-specialty,unmarried,female,0.0,0.0,16.0,<=50K
24.0,private,10.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,40.0,<=50K
59.0,unknown,10.0,married-civ-spouse,unknown,husband,male,0.0,0.0,40.0,<=50K
50.0,private,13.0,married-civ-spouse,sales,husband,male,99999.0,0.0,60.0,>50K
25.0,unknown,13.0,never-married,unknown,own-child,female,0.0,0.0,30.0,<=50K
50.0,state-gov,9.0,divorced,adm-clerical,own-child,female,0.0,0.0,40.0,<=50K
37.0,private,9.0,married-civ-spouse,machine-op-inspct,wife,female,0.0,0.0,55.0,<=50K
46.0,private,10.0,married-civ-spouse,adm-clerical,husband,male,0.0,0.0,40.0,>50K
36.0,unknown,3.0,married-civ-spouse,machine-op-inspct,husband,male,7298.0,0.0,40.0,>50K
51.0,local-gov,16.0,married-civ-spouse,prof-specialty,wife,female,0.0,0.0,40.0,>50K
51.0,self-emp-not-inc,9.0,married-civ-spouse,farming-fishing,husband,male,0.0,0.0,55.0,<=50K
29.0,local-gov,14.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,50.0,<=50K
37.0,private,13.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,40.0,>50K
46.0,self-emp-inc,14.0,married-civ-spouse,exec-managerial,husband,male,0.0,2392.0,50.0,>50K
43.0,private,9.0,married-civ-spouse,machine-op-inspct,husband,male,0.0,0.0,44.0,<=50K
31.0,private,13.0,never-married,exec-managerial,not-in-family,female,0.0,0.0,40.0,<=50K
34.0,self-emp-not-inc,6.0,married-civ-spouse,farming-fishing,husband,male,0.0,0.0,40.0,<=50K
37.0,federal-gov,10.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,43.0,<=50K
49.0,private,3.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,<=50K
35.0,private,9.0,never-married,craft-repair,unmarried,male,0.0,0.0,50.0,<=50K
19.0,private,9.0,never-married,handlers-cleaners,own-child,female,0.0,0.0,25.0,<=50K
46.0,self-emp-inc,16.0,separated,prof-specialty,not-in-family,male,0.0,0.0,35.0,<=50K
37.0,private,9.0,divorced,sales,unmarried,female,0.0,0.0,40.0,<=50K
45.0,private,10.0,married-civ-spouse,transport-moving,husband,male,7298.0,0.0,50.0,>50K
31.0,private,13.0,never-married,sales,not-in-family,male,0.0,0.0,40.0,>50K
56.0,private,13.0,divorced,prof-specialty,unmarried,female,0.0,0.0,50.0,<=50K
30.0,self-emp-not-inc,9.0,never-married,sales,unmarried,male,0.0,0.0,66.0,<=50K
58.0,state-gov,10.0,widowed,prof-specialty,not-in-family,female,0.0,0.0,20.0,<=50K
44.0,state-gov,13.0,never-married,adm-clerical,not-in-family,female,0.0,0.0,38.0,<=50K
47.0,federal-gov,10.0,divorced,adm-clerical,unmarried,female,0.0,0.0,40.0,<=50K
48.0,private,10.0,never-married,exec-managerial,not-in-family,female,0.0,0.0,40.0,>50K
68.0,unknown,7.0,married-civ-spouse,unknown,husband,male,0.0,0.0,30.0,<=50K
25.0,private,9.0,never-married,craft-repair,own-child,male,0.0,0.0,37.0,<=50K
28.0,local-gov,14.0,married-civ-spouse,prof-specialty,wife,female,0.0,1902.0,55.0,<=50K
40.0,private,10.0,divorced,other-service,not-in-family,male,0.0,0.0,45.0,<=50K
51.0,private,7.0,widowed,handlers-cleaners,unmarried,female,0.0,0.0,40.0,<=50K
45.0,unknown,7.0,divorced,unknown,own-child,male,0.0,0.0,40.0,<=50K
34.0,self-emp-not-inc,9.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,60.0,<=50K
39.0,private,9.0,married-civ-spouse,machine-op-inspct,husband,male,0.0,0.0,40.0,>50K
52.0,federal-gov,13.0,married-civ-spouse,protective-serv,husband,male,0.0,0.0,60.0,>50K
23.0,unknown,9.0,never-married,unknown,not-in-family,male,0.0,0.0,40.0,<=50K
59.0,private,6.0,widowed,other-service,other-relative,female,0.0,0.0,40.0,<=50K
27.0,private,7.0,married-civ-spouse,craft-repair,husband,male,0.0,1902.0,40.0,>50K
52.0,state-gov,14.0,married-spouse-absent,exec-managerial,unmarried,female,4787.0,0.0,44.0,>50K
56.0,private,14.0,married-civ-spouse,adm-clerical,husband,male,0.0,0.0,80.0,>50K
37.0,private,9.0,married-civ-spouse,transport-moving,husband,male,0.0,0.0,40.0,<=50K
50.0,private,3.0,married-civ-spouse,transport-moving,husband,male,0.0,0.0,37.0,<=50K
60.0,private,10.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,32.0,>50K
41.0,private,9.0,married-civ-spouse,exec-managerial,husband,male,0.0,1485.0,40.0,>50K
49.0,private,13.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,<=50K
29.0,private,9.0,never-married,adm-clerical,not-in-family,female,0.0,0.0,55.0,<=50K
47.0,self-emp-not-inc,10.0,divorced,prof-specialty,unmarried,female,0.0,0.0,40.0,<=50K
33.0,self-emp-inc,9.0,widowed,sales,unmarried,female,0.0,0.0,40.0,<=50K
31.0,private,9.0,never-married,machine-op-inspct,not-in-family,male,0.0,0.0,40.0,<=50K
45.0,private,6.0,divorced,sales,not-in-family,female,0.0,0.0,40.0,<=50K
17.0,private,6.0,never-married,other-service,own-child,male,0.0,0.0,15.0,<=50K
32.0,private,9.0,divorced,other-service,not-in-family,female,0.0,0.0,40.0,<=50K
18.0,private,6.0,never-married,other-service,own-child,female,0.0,0.0,3.0,<=50K
41.0,private,7.0,married-civ-spouse,craft-repair,husband,male,0.0,1485.0,50.0,>50K
40.0,private,10.0,never-married,exec-managerial,not-in-family,male,0.0,0.0,50.0,<=50K
68.0,private,4.0,widowed,machine-op-inspct,not-in-family,female,0.0,0.0,10.0,<=50K
46.0,private,10.0,married-civ-spouse,adm-clerical,husband,male,0.0,0.0,40.0,<=50K
45.0,private,7.0,married-civ-spouse,other-service,wife,female,0.0,0.0,32.0,<=50K
60.0,private,4.0,divorced,machine-op-inspct,not-in-family,male,0.0,0.0,40.0,<=50K
25.0,self-emp-not-inc,9.0,never-married,other-service,not-in-family,male,0.0,0.0,8.0,<=50K
42.0,private,13.0,married-civ-spouse,tech-support,husband,male,0.0,0.0,45.0,>50K
39.0,private,10.0,divorced,other-service,not-in-family,female,0.0,0.0,20.0,<=50K
41.0,private,10.0,never-married,tech-support,unmarried,female,0.0,0.0,40.0,<=50K
29.0,state-gov,11.0,married-civ-spouse,protective-serv,husband,male,0.0,0.0,40.0,>50K
23.0,local-gov,9.0,never-married,adm-clerical,own-child,male,0.0,0.0,40.0,<=50K
43.0,private,10.0,divorced,adm-clerical,not-in-family,female,0.0,0.0,40.0,<=50K
26.0,local-gov,9.0,never-married,other-service,unmarried,female,0.0,0.0,25.0,<=50K
63.0,private,10.0,divorced,other-service,not-in-family,male,0.0,0.0,40.0,<=50K
34.0,local-gov,15.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,40.0,>50K
44.0,private,14.0,married-civ-spouse,craft-repair,husband,male,15024.0,0.0,45.0,>50K
32.0,private,9.0,never-married,sales,own-child,female,0.0,1669.0,45.0,<=50K
20.0,private,8.0,never-married,adm-clerical,own-child,female,0.0,0.0,40.0,<=50K
30.0,private,10.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,50.0,<=50K
50.0,private,12.0,divorced,sales,not-in-family,female,0.0,0.0,40.0,<=50K
34.0,self-emp-not-inc,10.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,40.0,<=50K
49.0,private,9.0,never-married,adm-clerical,own-child,female,0.0,0.0,40.0,<=50K
33.0,private,10.0,separated,other-service,not-in-family,female,0.0,0.0,30.0,<=50K
35.0,private,9.0,married-civ-spouse,machine-op-inspct,husband,male,0.0,0.0,44.0,<=50K
22.0,local-gov,9.0,never-married,other-service,own-child,female,0.0,0.0,53.0,<=50K
22.0,private,9.0,never-married,adm-clerical,own-child,female,0.0,0.0,40.0,<=50K
47.0,private,10.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,40.0,>50K
35.0,private,10.0,married-civ-spouse,prof-specialty,husband,male,7688.0,0.0,38.0,>50K
23.0,private,10.0,never-married,exec-managerial,not-in-family,female,0.0,0.0,35.0,<=50K
25.0,private,9.0,divorced,adm-clerical,not-in-family,female,0.0,0.0,40.0,<=50K
52.0,private,13.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,50.0,>50K
23.0,private,4.0,never-married,machine-op-inspct,own-child,female,0.0,0.0,40.0,<=50K
37.0,private,10.0,never-married,protective-serv,own-child,male,0.0,0.0,30.0,<=50K
32.0,self-emp-not-inc,13.0,divorced,craft-repair,unmarried,male,0.0,0.0,47.0,<=50K
34.0,private,11.0,never-married,adm-clerical,not-in-family,female,0.0,0.0,40.0,<=50K
31.0,private,9.0,divorced,machine-op-inspct,other-relative,male,0.0,0.0,40.0,<=50K
41.0,private,10.0,never-married,craft-repair,not-in-family,male,0.0,0.0,50.0,<=50K
48.0,private,9.0,never-married,other-service,not-in-family,female,0.0,0.0,32.0,<=50K
21.0,private,5.0,never-married,other-service,own-child,female,0.0,0.0,50.0,<=50K
24.0,private,10.0,never-married,adm-clerical,not-in-family,female,0.0,0.0,17.0,<=50K
35.0,local-gov,9.0,never-married,adm-clerical,unmarried,male,0.0,0.0,55.0,<=50K
43.0,private,13.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,55.0,>50K
28.0,private,10.0,never-married,adm-clerical,unmarried,female,0.0,0.0,30.0,<=50K
20.0,private,10.0,never-married,adm-clerical,own-child,male,0.0,0.0,40.0,<=50K
71.0,unknown,16.0,married-civ-spouse,unknown,husband,male,0.0,0.0,10.0,>50K
30.0,self-emp-not-inc,11.0,never-married,craft-repair,not-in-family,male,0.0,0.0,40.0,<=50K
31.0,private,14.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,6.0,<=50K
49.0,private,9.0,married-civ-spouse,machine-op-inspct,husband,male,0.0,0.0,40.0,<=50K
22.0,private,6.0,never-married,craft-repair,own-child,male,0.0,0.0,15.0,<=50K
48.0,private,10.0,divorced,adm-clerical,not-in-family,female,0.0,0.0,50.0,<=50K
57.0,private,10.0,married-civ-spouse,sales,husband,male,0.0,1902.0,40.0,>50K
25.0,private,12.0,never-married,farming-fishing,not-in-family,male,2354.0,0.0,45.0,<=50K
63.0,self-emp-not-inc,9.0,married-civ-spouse,farming-fishing,husband,male,0.0,0.0,45.0,<=50K
62.0,local-gov,4.0,widowed,other-service,not-in-family,female,0.0,0.0,35.0,<=50K
34.0,state-gov,10.0,married-spouse-absent,adm-clerical,unmarried,female,0.0,0.0,38.0,<=50K
22.0,unknown,10.0,never-married,unknown,not-in-family,female,0.0,0.0,35.0,<=50K
41.0,self-emp-not-inc,14.0,never-married,exec-managerial,not-in-family,female,0.0,0.0,55.0,<=50K
51.0,self-emp-not-inc,9.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,70.0,<=50K
38.0,private,9.0,married-civ-spouse,craft-repair,husband,male,0.0,0.0,50.0,<=50K
61.0,local-gov,13.0,separated,prof-specialty,not-in-family,male,0.0,0.0,30.0,<=50K
28.0,local-gov,9.0,married-civ-spouse,protective-serv,husband,male,3908.0,0.0,40.0,<=50K
25.0,private,12.0,married-civ-spouse,adm-clerical,wife,female,0.0,0.0,37.0,>50K
65.0,private,10.0,widowed,adm-clerical,not-in-family,female,0.0,0.0,40.0,<=50K
24.0,private,9.0,never-married,machine-op-inspct,unmarried,female,0.0,0.0,40.0,<=50K
20.0,private,10.0,never-married,other-service,own-child,male,0.0,0.0,27.0,<=50K
41.0,private,13.0,married-civ-spouse,prof-specialty,husband,male,7688.0,0.0,55.0,>50K
47.0,state-gov,16.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,45.0,<=50K
55.0,private,13.0,married-civ-spouse,exec-managerial,husband,male,0.0,1887.0,40.0,>50K
39.0,state-gov,13.0,married-civ-spouse,prof-specialty,husband,male,0.0,0.0,45.0,>50K
27.0,private,7.0,divorced,machine-op-inspct,unmarried,female,0.0,0.0,40.0,<=50K
43.0,state-gov,14.0,married-civ-spouse,exec-managerial,husband,male,0.0,0.0,40.0,>50K
